SongName,ArtistName,Popularity,Danceability,Energy,Key,Loudness,Liveness,Valence,Tempo,Duration_ms
My House,Calvin Harris,61,0.726,0.304,3,-8.677,0.0853,0.813,91.97,214387
I Did It,Marshmello,64,0.586,0.499,4,-6.627,0.109,0.272,149.79,214400
Training With Mr. Schaibel,Johnny Orlando,86,0.459,0.575,3,-4.858,0.0885,0.183,111.881,215107
Without Me,The Chainsmokers,86,0.459,0.575,3,-4.858,0.0885,0.183,111.881,215107
the way that you see me,Armaan Malik,58,0.643,0.812,1,-6.862,0.276,0.274,86.984,215197
Daylight,blackbear,90,0.442,0.612,2,-7.222,0.37,0.178,180.917,215507
Sygrayem,Lost Frequencies,90,0.442,0.612,2,-7.222,0.37,0.178,180.917,215507
Todo De Ti,Pop Smoke,90,0.442,0.612,2,-7.222,0.37,0.178,180.917,215507
Unbelievable,XXXTENTACION,90,0.442,0.612,2,-7.222,0.37,0.178,180.917,215507
IDK You Yet,Kanye West,70,0.457,0.899,10,-2.591,0.831,0.298,147.268,215510
Nit Nit,The Chainsmokers,70,0.457,0.899,10,-2.591,0.832,0.298,147.268,215510
Donda,Duncan Laurence,68,0.546,0.73,0,-7.704,0.0972,0.573,157.895,215920
Big Gangsta,Alka Yagnik,0,0.548,0.805,7,-5.732,0.408,0.649,142.096,216387
Honesty,The Silent Comedy,71,0.606,0.9,0,-4.504,0.075,0.233,133.963,216504
Bad Guy,Christina Perri,0,0.508,0.404,10,-11.092,0.104,0.129,81.713,216865
Blinded,Empire of the Sun,75,0.684,0.619,10,-7.005,0.122,0.284,125.046,217440
Losing Interest,Gryffin,77,0.585,0.696,4,-5.6,0.344,0.522,104.01,217640
No Brainer,Kina,77,0.585,0.696,4,-5.6,0.344,0.522,104.01,217640
She Said,Olivia Rodrigo,77,0.585,0.696,4,-5.6,0.344,0.522,104.01,217640
Something Just Like This,OneRepublic,77,0.585,0.696,4,-5.6,0.344,0.522,104.01,217640
The Green Pills,One Direction,77,0.585,0.696,4,-5.6,0.344,0.522,104.01,217640
Kanave Nee Naan,Kevin Gates,82,0.728,0.563,1,-8.053,0.179,0.352,100.017,217707
Loki Green Theme,Stateless,82,0.728,0.563,1,-8.053,0.179,0.352,100.017,217707
Bamboleo,ZAYN,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
Easier,Conan Gray,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
I Know You so Well,Zedd,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
Impossible,Armaan Malik,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
Locked Away,Stateless,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
TLC,Pop Smoke,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
Million Ways,BTS,0,0.523,0.607,1,-4.754,0.106,0.0651,145.837,217867
Stressed Out,Pop Smoke,0,0.523,0.607,1,-4.754,0.106,0.0651,145.837,217867
Black Mask,Anuv Jain,77,0.735,0.584,1,-5.047,0.125,0.395,93.016,219187
Unfamiliar,Taylor Swift,73,0.587,0.648,11,-6.927,0.115,0.281,144.028,220141
The Road,Iron & Wine,68,0.838,0.545,5,-6.713,0.103,0.631,114.998,220590
Do You Believe,Duncan Laurence,78,0.64,0.533,0,-6.596,0.0864,0.515,99.968,220781
Chandelier,Alan Walker,80,0.584,0.54,1,-7.786,0.261,0.195,137.972,220883
Pasadena,Charlie Puth,75,0.748,0.749,8,-5.916,0.0713,0.659,90.09,221013
One Call Away,Carlos Rafael Rivera,87,0.742,0.882,7,-2.862,0.206,0.463,102.04,221176
When I Go,Eminem,87,0.742,0.882,7,-2.862,0.206,0.463,102.04,221176
Tokyo Drift,Pop Smoke,80,0.75,0.56,8,-8.094,0.111,0.459,140.06,221440
Bloodstream,Empire of the Sun,74,0.653,0.658,2,-6.428,0.0939,0.219,99.99,221507
Pran,The Chainsmokers,74,0.653,0.658,2,-6.428,0.0939,0.219,99.99,221507
Taki Taki,The Chainsmokers,74,0.653,0.658,2,-6.428,0.0939,0.219,99.99,221507
Thrusting,Pop Smoke,74,0.653,0.658,2,-6.428,0.0939,0.219,99.99,221507
Touch It,DJ Snake,74,0.653,0.658,2,-6.428,0.0939,0.219,99.99,221507
Venom,Taylor Swift,56,0.609,0.485,1,-8.715,0.19,0.609,90.912,221538
Shots,Olivia Rodrigo,81,0.73,0.729,4,-3.434,0.349,0.467,113.011,221820
Lowkey,Autograf,81,0.704,0.558,2,-7.273,0.107,0.245,110.444,222091
Never Be Lonely,The Chainsmokers,81,0.704,0.558,2,-7.273,0.107,0.245,110.444,222091
Never Really Over,The Chainsmokers,81,0.704,0.558,2,-7.273,0.107,0.245,110.444,222091
older,Carlos Rafael Rivera,81,0.704,0.558,2,-7.273,0.107,0.245,110.444,222091
Rap God,The Chainsmokers,81,0.704,0.558,2,-7.273,0.107,0.245,110.444,222091
Broken,The Vamps,81,0.631,0.927,9,-2.787,0.148,0.465,123.962,222160
No Me Ame,Kina,66,0.494,0.651,11,-4.127,0.104,0.162,149.979,222400
Without You,Mozzy,66,0.494,0.651,11,-4.127,0.104,0.162,149.979,222400
Lucid Dreams,Dua Lipa,74,0.737,0.636,11,-4.546,0.35,0.565,105.005,222653
Riha,Juice WRLD,74,0.737,0.636,11,-4.546,0.35,0.565,105.005,222653
VIBEZ,Taylor Swift,63,0.553,0.611,6,-6.468,0.149,0.369,154.094,222689
Time,Pop Smoke,53,0.28,0.745,2,-4.523,0.0933,0.186,80.687,223399
say goodbye,The Neighbourhood,71,0.741,0.667,10,-5.445,0.106,0.595,112.956,223504
overwhelmed,Romy,72,0.835,0.869,10,-4.582,0.462,0.82,140.945,224656
The Business,One Direction,78,0.516,0.764,2,-6.223,0.115,0.376,148.021,224693
Insane,Carlos Rafael Rivera,41,0.333,0.0686,9,-28.798,0.11,0.0652,114.127,225345
Let Me Know,Lee DeWyze,56,0.544,0.152,4,-17.995,0.11,0.075,90.863,226184
Rolling in the Deep,Juice WRLD,53,0.7,0.33,4,-7.522,0.122,0.766,119.103,226280
Goodbye To A World,Billie Eilish,36,0.613,0.731,8,-3.993,0.107,0.322,107.071,226542
You should be sad,6ix9ine,85,0.672,0.52,8,-7.747,0.115,0.37,120.001,226600
Deep Blue,blackbear,75,0.51,0.846,3,-4.595,0.208,0.475,139.927,226733
Just My Type,Kevin Gates,76,0.713,0.802,4,-7.055,0.309,0.343,100.001,226739
The Woods,Armaan Malik,76,0.713,0.802,4,-7.055,0.309,0.343,100.001,226739
Mama,Bebe Rexha,60,0.743,0.841,0,-5.189,0.133,0.814,100.003,226800
E-ER,Conan Gray,59,0.46,0.444,7,-6.217,0.0881,0.7,74.977,227335
The Last Goodbye,One Direction,75,0.904,0.723,11,-5.224,0.185,0.835,145.013,227478
BedRock,The Local Train,72,0.799,0.586,11,-6.735,0.193,0.549,120.97,227833
Only Wanna Be With You,Fall Out Boy,52,0.56,0.73,1,-6.355,0.347,0.47,94.99,228275
At My Worst,Christina Perri,82,0.393,0.858,4,-2.868,0.102,0.56,176.042,228360
Back To U,Christina Perri,82,0.393,0.858,4,-2.868,0.102,0.56,176.042,228360
Maniac,Bebe Rexha,82,0.393,0.858,4,-2.868,0.102,0.56,176.042,228360
Sometimes,Bebe Rexha,82,0.393,0.858,4,-2.868,0.102,0.56,176.042,228360
Playing Girev II,Post Malone,61,0.648,0.722,0,-4.813,0.24,0.389,132.973,228827
Got 2 Luv U,Billie Eilish,44,0.541,0.512,1,-8.633,0.151,0.264,120.011,229895
The Reaper,Charles Bradley,44,0.541,0.512,1,-8.633,0.151,0.264,120.011,229895
Big Love,Alka Yagnik,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Ghost Of You,Amy Winehouse,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Hope,Dean Lewis,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Paul - Skit,Charlie Puth,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Play Hard,The Local Train,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Solo,Anirudh Ravichander,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Me and You,Bebe Rexha,91,0.725,0.86,1,-3.726,0.0674,0.791,175.896,230125
Run,Post Malone,79,0.647,0.823,2,-5.231,0.119,0.396,99.933,230333
The Meetings of the Waters,Olivia Rodrigo,79,0.647,0.823,2,-5.231,0.119,0.396,99.933,230333
wannabe,Taylor Swift,57,0.504,0.597,10,-6.237,0.0949,0.557,117.974,230489
Say My Name,The Neighbourhood,68,0.688,0.835,8,-4.162,0.0795,0.88,84.858,230493
Die For a Man,Justin Bieber,95,0.807,0.893,11,-3.745,0.366,0.537,126.011,230747
Only One I Need,Fall Out Boy,95,0.807,0.893,11,-3.745,0.366,0.537,126.011,230747
Tick Tock,Pop Smoke,95,0.807,0.893,11,-3.745,0.366,0.537,126.011,230747
Little Do You Know,Stateless,53,0.531,0.459,1,-8.328,0.0767,0.197,120.036,231172
Walked Through Hell,Taylor Swift,53,0.531,0.459,1,-8.328,0.0767,0.197,120.036,231172
OUT WEST,Romy,84,0.743,0.752,4,-4.813,0.287,0.545,110.015,231173
Sorry That I Do That,LOLO,61,0.631,0.732,1,-4.706,0.261,0.549,151.779,231653
Racks 2 Skinny,The Chainsmokers,56,0.552,0.76,11,-6.861,0.313,0.338,104.957,232333
Cocaine,Maroon 5,87,0.825,0.652,1,-3.183,0.0931,0.931,95.977,233713
Takeaway,The Chainsmokers,87,0.825,0.652,1,-3.183,0.0931,0.931,95.977,233713
unravel,Taylor Swift,84,0.609,0.378,4,-9.828,0.28,0.515,100.418,233720
You Should Run,6ix9ine,84,0.609,0.378,4,-9.828,0.28,0.515,100.418,233720
Just Like You,Kevin Gates,81,0.817,0.775,10,-4.767,0.108,0.806,126.984,234334
Masquerade,Bebe Rexha,81,0.817,0.775,10,-4.767,0.108,0.806,126.984,234334
Vaseegara And Zara Zara Mashup,Taylor Swift,81,0.817,0.775,10,-4.767,0.108,0.806,126.984,234334
Dusty Blue,Conan Gray,66,0.63,0.729,6,-4.93,0.0786,0.44,127.919,234737
THINK ABOUT ME,Pop Smoke,72,0.701,0.554,1,-5.909,0.419,0.0634,97.129,235187
Think About You - Galantis Remix,Pop Smoke,72,0.701,0.554,1,-5.909,0.419,0.0634,97.129,235187
Dharala Prabhu Title Track,blackbear,76,0.853,0.476,8,-6.696,0.111,0.796,92.038,235747
goosebumps,Billie Eilish,81,0.676,0.609,2,-5.831,0.152,0.508,142.037,237735
Hymn for the Weekend,Marshmello,72,0.349,0.446,1,-11.327,0.0808,0.141,79.338,237794
Everything I Need,Pink Sweat$,54,0.57,0.786,3,-3.85,0.279,0.179,111.028,237838
Imagination,Demons Of Ruby Mae,90,0.761,0.525,11,-6.9,0.0921,0.531,80.87,238805
WOW,Gryffin,90,0.761,0.525,11,-6.9,0.0921,0.531,80.87,238805
Emotions,Ed Sheeran,48,0.386,0.824,11,-5.225,0.269,0.362,163.989,239085
Hands To Myself,Ed Sheeran,49,0.672,0.717,5,-4.891,0.139,0.292,104.019,239227
See You Again,Eminem,69,0.58,0.846,9,-2.876,0.145,0.366,129.998,240000
Too Late,Pop Smoke,57,0.443,0.579,6,-6.517,0.284,0.256,83.827,240437
Walk It Talk It,Taylor Swift,0,0.517,0.762,11,-5.807,0.0897,0.351,156.93,241292
Lemonade,Lee DeWyze,80,0.403,0.422,7,-13.964,0.0861,0.378,122.728,241293
Lily,Stateless,80,0.403,0.422,7,-13.964,0.0861,0.378,122.728,241293
Waka Waka,Taylor Swift,80,0.403,0.422,7,-13.964,0.0861,0.378,122.728,241293
Broke,AJ Mitchell,85,0.566,0.664,4,-5.303,0.116,0.437,128.945,241688
Sweet Dreams,Andy Grammer,70,0.369,0.403,3,-7.996,0.106,0.177,154.899,241917
Playing Benny,Nicki Minaj,92,0.561,0.431,10,-8.81,0.106,0.137,143.875,242013
One More Dance,Fall Out Boy,87,0.586,0.616,5,-7.964,0.0927,0.719,148.088,242096
Silence,Olivia Rodrigo,87,0.586,0.616,5,-7.964,0.0927,0.719,148.088,242096
Violent,Taylor Swift,87,0.586,0.616,5,-7.964,0.0927,0.719,148.088,242096
Worship,Gryffin,87,0.586,0.616,5,-7.964,0.0927,0.719,148.088,242096
Emptiness,Conan Gray,80,0.706,0.625,0,-7.426,0.129,0.225,142.948,242181
The Ringer,DJ Scheme,80,0.706,0.625,0,-7.426,0.129,0.225,142.948,242181
In My Bed,Matoma,68,0.302,0.414,2,-8.16,0.0861,0.105,110.508,242956
All I Wanna Do,blackbear,80,0.805,0.33,1,-8.712,0.105,0.211,121.97,242983
Waves,Ludovico Einaudi,63,0.331,0.0451,9,-24.527,0.0893,0.0381,95.954,243209
Way Back Home,Ludovico Einaudi,63,0.331,0.0451,9,-24.527,0.0893,0.0381,95.954,243209
Before You Go,The Local Train,78,0.502,0.786,9,-4.378,0.65,0.739,169.021,243491
Sweet Time,Andy Grammer,78,0.502,0.786,9,-4.378,0.65,0.739,169.021,243491
Cold Light,Maroon 5,87,0.841,0.728,7,-3.37,0.149,0.43,130.049,243837
Swang,Ali Gatie,87,0.841,0.728,7,-3.37,0.149,0.43,130.049,243837
Changes,Alan Walker,0,0.471,0.335,4,-8.767,0.297,0.111,145.252,243907
One Dance,Fall Out Boy,0,0.471,0.335,4,-8.767,0.297,0.111,145.252,243907
Sweater Weather,The Chainsmokers,0,0.471,0.335,4,-8.767,0.297,0.111,145.252,243907
Congratulations,Tom Odell,88,0.445,0.537,4,-8.532,0.0944,0.131,122.769,244360
Sideways,Olivia Rodrigo,81,0.865,0.521,0,-6.932,0.0989,0.748,129.059,244885
Torn,iann dior,81,0.865,0.521,0,-6.932,0.0989,0.748,129.059,244885
Not About Angels,Steve Aoki,86,0.748,0.524,8,-5.599,0.111,0.661,95.01,244960
Throwback,Pop Smoke,86,0.748,0.524,8,-5.599,0.111,0.661,95.01,244960
Butterflies,Kurt Hugo Schneider,56,0.406,0.711,4,-3.064,0.139,0.268,159.862,245250
Keep You Safe,Kevin Gates,75,0.349,0.348,3,-6.142,0.12,0.0886,74.541,246587
Look at the Sky,Stateless,75,0.349,0.348,3,-6.142,0.12,0.0886,74.541,246587
Demeanor,blackbear,85,0.617,0.635,11,-6.769,0.164,0.446,103.019,247160
Electricity,Conan Gray,85,0.617,0.635,11,-6.769,0.164,0.446,103.019,247160
Stay High,The Local Train,85,0.617,0.635,11,-6.769,0.164,0.446,103.019,247160
Shower,Olivia Rodrigo,81,0.731,0.445,0,-8.418,0.14,0.106,117.97,247160
Hosanna,Marshmello,73,0.407,0.725,5,-5.346,0.306,0.247,196.093,247267
Crooked Smile,Tom Odell,86,0.532,0.783,2,-5.697,0.161,0.643,124.08,247427
Not Allowed,Macklemore & Ryan Lewis,86,0.532,0.783,2,-5.697,0.161,0.643,124.08,247427
Share,Taylor Swift,86,0.532,0.783,2,-5.697,0.161,0.643,124.08,247427
So Am I,Yves V,86,0.532,0.783,2,-5.697,0.161,0.643,124.08,247427
Maps,Bebe Rexha,71,0.625,0.707,2,-4.761,0.213,0.479,138.064,248156
Roadtrip,Juice WRLD,71,0.625,0.707,2,-4.761,0.213,0.479,138.064,248156
Strawberries & Cigarettes,Pop Smoke,71,0.625,0.707,2,-4.761,0.213,0.479,138.064,248156
Let Me Down Slowly,Lee DeWyze,58,0.646,0.758,10,-4.34,0.103,0.424,91.998,249067
Line Of Sight,Stateless,58,0.646,0.758,10,-4.34,0.103,0.424,91.998,249067
Psycho,The Chainsmokers,68,0.463,0.4,6,-9.999,0.131,0.121,77.314,249240
Hold On,WILDES,51,0.167,0.653,7,-8.967,0.117,0.193,78.48,249427
Chasing,Alan Walker,78,0.637,0.678,0,-3.798,0.156,0.254,84.039,250760
Pure Water,The Chainsmokers,52,0.457,0.728,2,-8.625,0.0944,0.439,84.976,251510
Dil Mere,Timbaland,74,0.893,0.651,0,-8.647,0.371,0.6,105.835,253580
Hide Away,Juice WRLD,74,0.893,0.651,0,-8.647,0.371,0.6,105.835,253580
The Middle,Olivia Rodrigo,69,0.532,0.708,0,-8.121,0.107,0.586,167.977,254467
Linger,Stateless,49,0.259,0.195,9,-13.639,0.352,0.183,146.011,254615
Wake Me Up,Taylor Swift,49,0.259,0.195,9,-13.639,0.352,0.183,146.011,254615
Lift Your Energy,Stateless,62,0.596,0.823,1,-4.586,0.0658,0.619,174.056,257053
Toxic,DJ Snake,85,0.664,0.705,1,-4.972,0.118,0.477,122.016,257267
XO,Gryffin,60,0.824,0.806,1,-3.438,0.0535,0.894,127.961,257293
Happy Now,Selena Gomez,0,0.659,0.667,11,-4.668,0.1,0.468,115.982,258004
Shallow,Klaas,0,0.659,0.667,11,-4.668,0.1,0.468,115.982,258004
Goodbye,Billie Eilish,0,0.718,0.379,4,-10.48,0.0986,0.22,108.033,258987
Need Your Love,Calvin Harris,88,0.588,0.521,10,-9.461,0.123,0.337,85.012,260173
Till I Collapse,Pop Smoke,53,0.833,0.549,5,-7.215,0.133,0.328,175.954,262328
Another Love,Boy In Space,83,0.749,0.925,10,-5.034,0.52,0.641,86.989,263373
How You Like Me Now?,Marshmello,83,0.749,0.925,10,-5.034,0.52,0.641,86.989,263373
Met Him Last Night,Bella Poarch,83,0.749,0.925,10,-5.034,0.52,0.641,86.989,263373
Playing Girev I,Post Malone,83,0.749,0.925,10,-5.034,0.52,0.641,86.989,263373
Tohfa,Pop Smoke,83,0.749,0.925,10,-5.034,0.52,0.641,86.989,263373
Butter,Tyla Yaweh,45,0.535,0.701,1,-5.905,0.403,0.334,138.05,263509
Signal,Olivia Rodrigo,1,0.446,0.76,1,-4.725,0.319,0.346,103.295,266333
Baari,Christina Perri,38,0.241,0.0289,8,-28.084,0.106,0.0376,120.113,268119
Jiyein Kyun,Post Malone,43,0.625,0.576,9,-7.976,0.127,0.422,128.059,268513
Weekend Vibe,Gabby Sophia,87,0.422,0.264,8,-7.064,0.132,0.331,119.93,269560
Greatest,Ed Sheeran,73,0.365,0.443,7,-10.11,0.344,0.149,93.953,271533
traitor,Kodaline,73,0.365,0.443,7,-10.11,0.344,0.149,93.953,271533
Do You Mean,Duncan Laurence,58,0.444,0.719,1,-3.513,0.115,0.159,149.941,272000
The Bender,One Direction,58,0.444,0.719,1,-3.513,0.115,0.159,149.941,272000
Body Back,Empire of the Sun,77,0.439,0.434,7,-14.918,0.14,0.204,94.845,274707
I Found,Marshmello,49,0.453,0.295,7,-12.881,0.293,0.14,146.022,276575
UCLA,Ava Max,44,0.471,0.651,4,-8.507,0.197,0.495,173.906,277433
Wolves,Jonas Blue,78,0.883,0.674,11,-8.043,0.0678,0.73,141.02,278085
Sunflower,Blueface,72,0.606,0.784,7,-6.293,0.689,0.48,80.985,278573
Righteous,Juice WRLD,77,0.428,0.276,4,-11.729,0.117,0.0382,99.195,280000
Sweet Harmony,Andy Grammer,77,0.428,0.276,4,-11.729,0.117,0.0382,99.195,280000
Turning Point,Ava Max,63,0.509,0.477,11,-6.571,0.158,0.283,146.031,281219
ANGELS & DEMONS,Ariana Grande,65,0.269,0.58,0,-5.958,0.116,0.281,155.625,283520
Dilnawaz,MAY-A,65,0.269,0.58,0,-5.958,0.116,0.281,155.625,283520
Watermelon Sugar,Ludovico Einaudi,59,0.578,0.194,9,-19.643,0.0545,0.0596,100.02,284616
Go Crazy,Marwa Loud,82,0.421,0.407,10,-7.445,0.11,0.161,139.028,285120
Vibration,Taylor Swift,82,0.421,0.407,10,-7.445,0.11,0.161,139.028,285120
Break Me Down,Martin Jensen,83,0.298,0.38,6,-8.426,0.11,0.152,75.602,285634
Good Years,Billie Eilish,83,0.298,0.38,6,-8.426,0.11,0.152,75.602,285634
My Way,Calvin Harris,83,0.298,0.38,6,-8.426,0.11,0.152,75.602,285634
Love Yourz,Autograf,67,0.758,0.588,11,-7.777,0.189,0.796,134.014,286008
you broke me first,Jax Jones,67,0.758,0.588,11,-7.777,0.189,0.796,134.014,286008
Rockstar,Juice WRLD,0,0.343,0.2,4,-13.569,0.341,0.074,133.054,286653
The One That Got Away,ZAYN,45,0.343,0.508,2,-9.742,0.278,0.304,78.126,286720
Waiting,Taylor Swift,66,0.679,0.537,4,-7.843,0.108,0.481,111.979,298771
And You Evade Him/Born in the Blood,Ariana Grande,66,0.272,0.281,10,-8.131,0.111,0.152,138.856,305893
Blackbird Song,Empire of the Sun,66,0.272,0.281,10,-8.131,0.111,0.152,138.856,305893
Darkness,blackbear,1,0.145,0.112,6,-20.415,0.123,0.0673,83.533,307480
Hold On To Me,WILDES,60,0.701,0.463,6,-7.212,0.073,0.352,139.941,313800
long story short,Stateless,60,0.701,0.463,6,-7.212,0.073,0.352,139.941,313800
Look Back at It,Stateless,60,0.701,0.463,6,-7.212,0.073,0.352,139.941,313800
Looking at Me,Stateless,60,0.701,0.463,6,-7.212,0.073,0.352,139.941,313800
Love Again,Armaan Malik,60,0.701,0.463,6,-7.212,0.073,0.352,139.941,313800
The Rains of Castamere,Charles Bradley,60,0.701,0.463,6,-7.212,0.073,0.352,139.941,313800
Walking Away,Taylor Swift,60,0.701,0.463,6,-7.212,0.073,0.352,139.941,313800
Astronomy,Christina Perri,81,0.447,0.449,2,-10.634,0.0697,0.036,92.468,315427
Warm Up,Ludovico Einaudi,81,0.447,0.449,2,-10.634,0.0697,0.036,92.468,315427
Revolver,Selena Gomez,54,0.79,0.625,0,-6.691,0.0786,0.773,128.975,318052
The Angel and the Fool,Roddy Ricch,61,0.68,0.64,1,-6.691,0.124,0.738,105.981,322267
Walk Down,Taylor Swift,61,0.68,0.64,1,-6.691,0.124,0.738,105.981,322267
Just Dance,Big Sean,68,0.671,0.623,2,-7.161,0.643,0.195,75.055,337147
No Money,Kina,70,0.939,0.551,1,-9.126,0.192,0.42,118.552,337941
Say It Right,The Neighbourhood,67,0.698,0.769,8,-7.154,0.238,0.354,121.02,339023
the long way home,Blasterjaxx,50,0.55,0.234,0,-10.264,0.0996,0.233,72.799,341918
Drag Me Down,Duncan Laurence,74,0.802,0.755,4,-3.138,0.295,0.58,130.027,350320
Liability,The Weeknd,79,0.708,0.843,7,-2.66,0.799,0.625,148.14,363521
Weight,Eminem,79,0.708,0.843,7,-2.66,0.799,0.625,148.14,363521
Dancing With Your Ghost,blackbear,59,0.563,0.555,2,-5.429,0.108,0.267,144.336,366253
Save Your Tears,Phantogram,67,0.278,0.494,7,-7.853,0.173,0.527,169.661,427093
Hide and Seek,Juice WRLD,55,0.531,0.811,2,-5.474,0.195,0.451,149.897,553430
Tip Toe,Pop Smoke,32,0.713,0.597,7,-6.746,0.0992,0.62,120.069,554000